ID,VO_STR,RXN
VO_0001967,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona-Mannheimia Haemolytica Bacterin (USDA: 4475.20),
VO_0000300,B. melitensis strain VTRM1,
VO_0001970,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1187.22),
VO_0015027,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Tenivac]",1190912
VO_0003211,H1N1 Influenza Monovalent Vaccine,
VO_0015004,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Twinrix],803367
VO_0004687,HSVT[VP7/6/2],
VO_0005160,WIBP-CorV,
VO_0005145,MERS GLS-5300 vaccine,
VO_0010738,Rotarix,
VO_0004399,P. falciparum recombinant vector vaccine MVA.ME-TRAP,
VO_0002245,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterin (USDA: 47K1.20),
VO_0007212,AE37 Peptide/GM-CSF Vaccine,
VO_0004834,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Quadracel]",1988804
VO_0004914,virus-like particle vaccine,
VO_0004406,Insulin-dependent diabetes mellitus DNA vaccine JwGAD65 + IL-4,
VO_0007003,PEP-CMV Vaccine,
VO_0007030,p53 Peptide Vaccine,
VO_0005449,Rho(D) Immune globulin - IM,
VO_0002268,"Encephalomyelitis Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4865.27)",
VO_0005336,AAV5-RBD-S,
VO_0004663,rMVA-GnGc (Rift Valley fever virus),
VO_0000619,E. coli live attenuated vaccine,
VO_0003536,Bacillus vaccine,
VO_0003641,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2017-2018],1928469
VO_0006087,Vaccinia smallpox monkeypox vaccine live attenuated preservative free subcutaneous or intradermal injection,
VO_0000819,recombinant HIV gp120 with adjuvant NanoEmulsion,
VO_0004039,Psuedorabies DNA vaccine encoding IE180 protein,
VO_0007474,ESO-1 Reactive Autologous Peripheral Blood Lymphocyte vaccine,
VO_0003285,Streptococcus pneumoniae capsular antigen diphtheria CRM197 protein conjugate vaccine,
VO_0004908,COVID-19 vaccine,
VO_0003264,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B],798428
VO_0003288,Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901630
VO_0004696,PAV3-HA (A/Hanoi/30408/2005 H5N1),
VO_0003625,Fluzone Quadrivalent 2015-2016 vaccine 0.25 ML Prefilled Syringe,1659755
VO_0005081,Corbevax,
VO_0002009,Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 11A5.20),
VO_0000338,B. melitensis bp26 deletion vaccine,
VO_0002360,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,
VO_0003850,Typhim VI Injectable Product,1187511
VO_0000349,Influenza A (H1N1) 2009 Monovalent Vaccine ( MedImmune LLC),
VO_0003356,Typhoid Vaccine Live Ty21a 2000000000 UNT Delayed Release Oral Capsule [Vivotif],762602
VO_0012162,Marek's disease virus vaccine,
VO_0004815,"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain",805573
VO_0005166,BBIBP-CorV,
VO_0005152,MVA-MERS-S vaccine,
VO_0005466,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use (2 Lf of tetanus toxoid and 2 Lf of diphtheria toxoid)",
VO_0000835,Epm vaccine,
VO_0002246,Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterin (USDA: 47L9.20),
VO_0007217,Allogeneic AML Antigen-expressing Dendritic Cell Vaccine,
VO_0004817,"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 1000000 UNT/ML [Rotarix]",805577
VO_0004794,NYVAC-Pf7,
VO_0004407,Adjuvant arthritis DNA vaccine pCMV3.65 encoding HSP65,
VO_0007004,PF-04948568 Vaccine,
VO_0007031,PADRE-CMV Fusion Peptide Vaccine,
VO_0005450,Rho(D) Immune globulin- IV or IM passive vaccine,
VO_0002269,"Encephalomyelitis Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4867.20)",
VO_0000865,Porphyromonas gulae vaccine,
VO_0006074,SARS-COV-2 COVID-19 Viral Vector Non-replicating Non-US Vaccine Product (CONVIDECIA) CanSino Biological Inc./Beijing Institute of Biotechnology,
VO_0001009,plant-based Newcastle disease virus vaccine,
VO_0011399,Rift Valley Fever Virus DNA Vaccine encoding N Protein,
VO_0000013,Bacillus anthracis vaccine,
VO_0003650,Fluzone Quadrivalent 2018-2019 Injectable Product,2050776
VO_0004209,Ovine Ecthyma live virus vaccine by Colorado Serum Company CZ Veterinaria,
VO_0000822,Gag-VRPs,
VO_0004040,Pseudorabies Subunit gI Protein Vaccine,
VO_0007475,Fowlpox Virus Vector Vaccine,
VO_0004005,S. pneumoniae CbpA Protein Vaccine,
VO_0005198,COVID-19 RNA vaccine,
VO_0003267,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B],798430
VO_0003294,Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901632
VO_0004698,PrV-HA (swine-origin H1N1),
VO_0003626,Fluzone Quadrivalent 2015-2016 vaccine 0.5 ML Prefilled Syringe,1659737
VO_0005082,Abdala,
VO_0002016,Bovine Rotavirus-Coronavirus Modified Killed Virus Vaccine (USDA: 1935.20),
VO_0000681,Shigella dysenteriae vaccine,
VO_0001975,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B9.21),
VO_0003851,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML [Typhim VI]",807223
VO_0000769,Shigella vaccine,
VO_0003667,YF-VAX 0.5 ML Injection,1658241
VO_0001017,live attenuated Marek's disease virus vaccine,
VO_0006050,rotavirus vaccine unspecified formulation,
VO_0005167,Chinese Academy of Medical Sciences COVID-19 vaccine,
VO_0004361,Coxsackievirus DNA vaccine pCMV/VPl encoding VP1,
VO_0000756,acellular vaccine,
VO_0004042,S. neurona SAG1 Protein Vaccine,
VO_0007218,Allogeneic B7.1/HLA-A1 Transfected Tumor Cell Vaccine,
VO_0004819,Rotarix Oral Liquid Product,1182565
VO_0002426,Canine Distemper-Hepatitis-Parainfluenza-Parvovirus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin,
VO_0004801,BDES-PfCSP (baculovirus dual expression system),
VO_0004408,Pristane-induced arthritis DNA vaccine DNA-hsp65 encoding Mycobacterium leprae 65-kDa heat shock protein,
VO_0007006,Synthetic Glioblastoma Mutated Tumor-specific Peptides Vaccine Therapy APVAC2,
VO_0007032,PCLUS 3-18MN Vaccine,
VO_0005451,Rho(D) Unspecified formulation,
VO_0002270,"Encephalomyelitis Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4867.21)",
VO_0001821,Escherichia coli avirulent live culture vaccine (USDA: 1551.02),
VO_0006075,SARS-COV-2 COVID-19 Viral Vector Non-replicating Non-US Vaccine Product (Sputnik Light),
VO_0001016,Vectormune FP-ND,
VO_0004714,rMV-Ed-G,
VO_0001557,Anthrax Spore live culture Vaccine (USDA: 1011.00),
VO_0003651,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2018-2019],2050774
VO_0004210,Ovine Ecthyma live virus waccine by Texas Agricultural Experiment Station,
VO_0000824,"MVA expressing HIV Gag, Pol and Env proteins",
VO_0004041,Pseudorabies Subunit gB Protein Vaccine,
VO_0007477,GITRL RNA-transfected Autologous Dendritic Cell Vaccine,
VO_0004006,S. pneumoniae ClpP protein Vaccine,
VO_0000956,Brucella abortus conjugate vaccine,
VO_0003265,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Engerix-B],1658157
VO_0003295,Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901634
VO_0004724,RSV-H7,
VO_0003632,Fluzone Quadrivalent 2016-2017 Formula 0.5 ML Injection,1801189
VO_0005088,EpiVacCorona,
VO_0002377,Bovine Rotavirus-Coronavirus Vaccine-Escherichia Coli Bacterin,
VO_0001976,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B9.22),
VO_0003451,Twinrix Injectable Product,1186748
VO_0000680,Shigella flexneri vaccine,
VO_0003668,YF-Vax 4000 UNT/ML Injectable Suspension,1292828
VO_0001683,"Marek's Disease Serotype 1, Live Virus Vaccine (USDA: 16L1.00)",
VO_0006051,rotavirus live tetravalent vaccine,
VO_0005188,Turkovac,
VO_0003535,Gammaproteobacteria vaccine,
VO_0000863,Pirodog,
VO_0002247,Canine Distemper-Hepatitis-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 47P9.22),
VO_0007220,Allogeneic Dendritic Cell Vaccine COMBIG-DC,
VO_0004910,PfSPZ Vaccine,
VO_0004409,Adjuvant arthritis DNA vaccine CII encoding type II collagen,
VO_0007007,Synthetic Glioblastoma Tumor-associated Peptides Vaccine Therapy APVAC1,
VO_0007033,PCLUS 6.1-18MN Vaccine,
VO_0005452,tetanus immune globulin,
VO_0004733,ALVAC-NiV-G,
VO_0001822,Escherichia coli avirulent live culture vaccine (USDA: 15R1.00),
VO_0000311,B. melitensis lipopolysaccharide vaccine,
VO_0004324,Newcastle disease virus DNA vaccine pCAGF encoding the F protein,
VO_0000539,"equine EEV, VEV and WEV encephalomyelitis-influenza vaccine-tetanus toxoid",
VO_0001507,Bovine Respiratory Syncytial Virus vaccine,
VO_0003607,Fluzone Quadrivalent 2013-2014 Formula Injectable Product,1427031
VO_0004149,"Recombinant vaccinia A27L, D8L, and B5R Proteins with adjuvant MPL-TDM",
VO_0000825,DNA and poxvirus priming-boosting SIV vaccine,
VO_0004155,Pseduorabies Subunit Glycoprotein C Vaccine,
VO_0007478,"GM-CSF, IL-12 and GM-CSF+IL-12 genetically modified tumor cell vaccine",
VO_0004007,S. pneumoniae PspA Protein Vaccine,
VO_0001399,fusion conjugate protein vaccine,
VO_0003266,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Engerix-B],1658144
VO_0003290,Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML,901635
VO_0011357,B. pertussis Cpn60 protein vaccine,
VO_0004729,FP-AI-H5(H5N1),
VO_0003635,Fluzone Quadrivalent 2016-2017 vaccine 0.1 ML Prefilled Syringe,1801075
VO_0005097,Soberana 02,
VO_0002375,Bovine Rotavirus-Coronavirus Vaccine-Clostridium Perfringens Type C-Escherichia Coli Bacterin-Toxoid,
VO_0000679,Shigella sonnei vaccine,
VO_0002361,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine-Haemophilus Somnus Bacterin,
VO_0000120,Vivotif (USA),
VO_0000668,CVD 1208S,
VO_0003889,Flublok 2015-2016 vaccine 0.5 ML Injection,1660929
VO_0004725,ALVAC-AHSV,
VO_0005229,COVIran Barakat,
VO_0001480,African horse sickness virus vaccine,
VO_0000661,Haemophilus vaccine,
VO_0001053,Nobivac Piro,
VO_0007221,Allogeneic Dendritic Cell-Myeloma Idiotype Vaccine,
VO_0002463,Porcine Parvovirus Vaccine-Leptospira Canicola-Icterohaemorrhagiae vaccine,
VO_0004911,PfSPZ-CVac,
VO_0004410,Adjuvant arthritis DNA vaccine pcDNA-CCOL2A1 encoding type II collagen,
VO_0005439,passive vaccine,
VO_0007034,Poly Microsphere Encapsulated HER2/neu Oral Vaccine,
VO_0007050,Therapeutic Breast/Ovarian/Prostate Peptide Cancer Vaccine DPX-0907,
VO_0005453,vaccinia immune globulin passive vaccine,
VO_0001823,Escherichia coli live culture vaccine (USDA: 1551.R0),
VO_0002271,"Encephalomyelitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4875.23)",
VO_0000312,B. melitensis LPS-GBOMP noncovalent complex vaccine,
VO_0004632,HVT-ND,
VO_0001560,Bovine Respiratory Syncytial Virus Vaccine Modified Live Virus (USDA: 1091.20),
VO_0004734,ALVAC-NiV-F,
VO_0003608,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML [Fluzone Quadrivalent 2013-2014 Formula]",1427029
VO_0003133,MRKAd5 HIV-1 gag/pol/nef,
VO_0004156,Pseudorabies recombinant vector vaccine encoding gp50 and gII protein,
VO_0007479,GM-CSF-encoding Oncolytic Adenovirus CGTG-102 vaccine,
VO_0004008,S. pneumoniae SrtA Protein Vaccine,
VO_0003102,Hexavax,
VO_0004857,"ACAM2000 smallpox (vaccinia) vaccine, live Injectable Solution",833086
VO_0003291,Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901638
VO_0004730,ALVAC-AI-H5(H5N1),
VO_0003636,Fluzone Quadrivalent 2016-2017 vaccine 0.25 ML Prefilled Syringe,1801174
VO_0005142,ZF2001,
VO_0002018,Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Clostridium Perfringens Type C-Escherichia Coli Bacterin-Toxoid (USDA: 4570.20),
VO_0001684,"Marek's Disease Serotype 1, Live Virus Vaccine (USDA: 16L1.04)",
VO_0001977,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44F9.20),
VO_0003357,Vivotif Oral Product,1187406
VO_0001497,infectious bursal disease virus vaccine,
VO_0003893,Flublok 2016-2017 vaccine 0.5 ML Injection,1803024
VO_0004758,rMVA- AHS-VP2,
VO_0005243,CoviVac,
VO_0004150,Killed Vaccinia Virus with Adjuvant NanoEmulsion,
VO_0012185,Haemophilus influenzae vaccine,
VO_0004605,SL3261 expressing T. spiralis Ag30,
VO_0002291,Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4960.00),
VO_0007222,Allogeneic Glioblastoma Stem-like Cell Line Lysate-pulsed Autologous Dendritic Cell Vaccine,
VO_0004912,PfSPZ-GA1,
VO_0004401,EAE DNA vaccine pZZ/MBP68-85 encoding MBP,
VO_0001485,USA licensed vaccine,
VO_0007035,RAS Peptide Cancer Vaccine,
VO_0007051,URLC10 Peptide Vaccine,
VO_0005454,varicella zoster immune globulin,
VO_0002272,"Encephalomyelitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4875.24)",
VO_0000411,B. melitensis Bp26 and Tf protein vaccine,
VO_0002484,Mink Distemper-Enteritis Vaccine,
VO_0004684,rAPMV3-F (newcastle disease),
VO_0001755,Parvovirus Modified Live Virus Vaccine (USDA: 18M1.21),
VO_0011407,NIpah Virus G and F Proteins Subunit Vaccine,
VO_0003612,Fluzone Quadrivalent 2014-2015 Formula Injectable Product,1537560
VO_0003148,LIPO-5,
VO_0004770,rORFV-PRV-gC/gD,
VO_0007481,gp100 + Mart-1 + Mart-3 vaccine,
VO_0004063,S. pneumoniae PhpA-79 Protein Vaccine,
VO_0003119,Hib-Imune,
VO_0015008,"0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection [ActHIB]",1300468
VO_0003409,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injection,1657731
VO_0004735,ALVAC-EIV (equine influenza virus H3N8),
VO_0003637,Fluzone Quadrivalent 2016-2017 vaccine 0.5 ML Prefilled Syringe,1801186
VO_0005155,NVX-CoV2373,
VO_0002019,Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Clostridium Perfringens Type C-Escherichia Coli Bacterin-Toxoid (USDA: 4570.22),
VO_0004143,S. flexneri 2a strain CVD 1205,
VO_0001685,"Marek's Disease Serotype 1, Live Virus Vaccine (USDA: 16L1.09)",
VO_0003358,Vivotif Pill,1187407
VO_0000961,live attenuated infectious bursal disease virus vaccine,
VO_0003897,Flublok 2017-2018 vaccine 0.5 ML Injection,1928880
VO_0004686,BoHV-4-A-IgK-VP2gD,
VO_0003105,Lymerix,
VO_0000662,Haemophilus influenzae serotype b vaccine,
VO_0000872,Babesia bovis vaccine by local veterinary institutes,
VO_0007227,Allogeneic Large Multivalent Immunogen Breast Cancer Vaccine,
VO_0002459,bovine parainfluenza 3 vaccine-Leptospira Pomona vaccine,
VO_0004993,Ad35.CS.01 malaria vaccine,
VO_0004402,EAU DNA vaccine IRBP-DNA encoding IRBP,
VO_0007043,Survivin/p53/HER2 Antigen-loaded Autologous Dendritic Cell Vaccine,
VO_0007052,URLC10-TTK-KOC1-VEGFR1-VEGFR2 Multipeptide Vaccine,
VO_0005455,varicella zoster immune globulin (Investigational New Drug),
VO_0002273,"Encephalomyelitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4875.A0)",
VO_0001832,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine (USDA: 1679.31),
VO_0003389,Acellular Pertussis Vaccine,
VO_0000412,B. melitensis P39 recombinant protein vaccine,
VO_0011378,Bovine leukemia virus DNA vaccine encoding Env,
VO_0001756,Parvovirus Modified Live Virus Vaccine (USDA: 18M1.22),
VO_0003613,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Fluzone Quadrivalent 2014-2015 Formula]",1598360
VO_0004778,NYVAC-PRV- gII/ gp50,
VO_0004232,V3 VLPs with Gamma inulin adjuvant,
VO_0004068,S. pneumoniae GtS Protein Vaccine,
VO_0007482,gp100 Adenovirus Vaccine,
VO_0003121,OmniHIB,
VO_0003987,Adacel 0.5 ML Prefilled Syringe,1300191
VO_0003412,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injection [PedvaxHIB],1657733
VO_0004743,rFPV-AI-H5A-IL6,
VO_0003643,Fluzone Quadrivalent 2017-2018 vaccine 0.5 ML Injection,1928317
VO_0005192,MVC-COV1901,
VO_0002376,Bovine Rotavirus-Coronavirus Vaccine-Clostridium Perfringens Types C & D-Escherichia Coli Bacterin-Toxoid,
VO_0004701,Typhi strain Ty21a-LPS-Shigella,
VO_0002368,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine-Leptospira Hardjo Bacterin,
VO_0003428,Typhoid Vaccine Live Ty21a 2000000000 UNT [Vivotif],1799447
VO_0003433,Hepatitis A Vaccine (Inactivated) Strain HM175,798361
VO_0000982,FluMist Quadrivalent,
VO_0002828,Burkholderia pseudomallei purN mutant vaccine,
VO_0004706,SG33-VP2/5,
VO_0004751,rFPV-NDV-H/F,
VO_0003212,pneumococcal capsular polysaccharide type 1 vaccine,854930
VO_0015054,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain),762817
VO_0000738,Diphtheria-Tetanus-Pertussis vaccine,
VO_0011375,B. bovis GST-12D3,
VO_0002295,Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4989.00),
VO_0007230,Allogeneic Mesothelioma Tumor Lysate-pulsed Autologous Dendritic Cell Vaccine,
VO_0005806,p52(-)/p36(-) GAP,
VO_0007044,SVN53-67/M57-KLH Peptide Vaccine,
VO_0007056,WT1 124-138 Peptide Vaccine,
VO_0002274,"Encephalomyelitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4875.A1)",
VO_0003539,Orthopoxvirus vaccine,
VO_0000358,Brucella recombinant SurA protein vaccine,
VO_0011379,Bovine leukemia virus DNA vaccine encoding Tax,
VO_0012187,Clostridium botulinum vaccine,
VO_0001757,Parvovirus Modified Live Virus Vaccine (USDA: 18M1.23),
VO_0003270,Hepatitis B Surface Antigen Vaccine Injection [Heplisav-B],1994350
VO_0000979,Bovilis IBR Marker,
VO_0004233,gp120 recominant with GMDP adjuvant,
VO_0004069,S. pneumoniae 6PGD Protein Vaccine,
VO_0007484,gp100 Protein (184V) vaccine,
VO_0010715,Hiberix,683648
VO_0003989,Adacel 0.5 ML Injection,1300206
VO_0000036,ETEC vaccine ACAM2010,
VO_0004745,vFP89-HA (H5N1 HPAI virus),
VO_0003646,Fluzone Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928359
VO_0005193,COVAX-19,
VO_0001686,"Marek's Disease Serotype 2, Live Virus Vaccine (USDA: 1631.00)",
VO_0002020,Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Clostridium Perfringens Types C & D-Escherichia Coli Bacterin-Toxoid (USDA: 4575.20),
VO_0004703,Ty21a-O-Ps (Shigella dysenteriae ),
VO_0002364,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,
VO_0010749,Vivotif (Canada),
VO_0001213,Foot-and-mouth disease virus vaccine,
VO_0001013,Morupar,
VO_0003516,"Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain 0.09 MG/ML",1111367
VO_0004726,ALVAC-BTV-VP2/VP5,
VO_0003217,pneumococcal capsular polysaccharide type 11A vaccine,854934
VO_0001049,Vaxsafe MS,
VO_0001214,inactivated bacterial vaccine,
VO_0000898,Theileria annulata vaccine by local veterinary institutes,
