RXCUI,STR,TTY
1116740,"influenza A-California-7-2009-(H1N1)v-like virus vaccine / influenza B virus vaccine B/Brisbane/60/2008 antigen / influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain Prefilled Syringe",SCDF
1116742,"0.5 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.03 MG/ML Prefilled Syringe",SCD
1116744,"influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.03 MG/ML [Fluvirin 2011-2012 Formula]",SBDC
1116745,"influenza A-California-7-2009-(H1N1)v-like virus vaccine / influenza B virus vaccine B/Brisbane/60/2008 antigen / influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain Prefilled Syringe [Fluvirin 2011-2012 Formula]",SBDF
1116746,"0.5 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.03 MG/ML Prefilled Syringe [Fluvirin 2011-2012 Formula]",SBD
1116749,"influenza A-California-7-2009-(H1N1)v-like virus vaccine / influenza B virus vaccine B/Brisbane/60/2008 antigen / influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain Injectable Suspension",SCDF
1116750,"influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.03 MG/ML Injectable Suspension",SCD
1116751,"influenza A-California-7-2009-(H1N1)v-like virus vaccine / influenza B virus vaccine B/Brisbane/60/2008 antigen / influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain Injectable Suspension [Fluvirin 2011-2012 Formula]",SBDF
1116752,"influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.03 MG/ML Injectable Suspension [Fluvirin 2011-2012 Formula]",SBD
1153474,adenovirus type 4 vaccine live Oral Product,SCDG
1153475,adenovirus type 4 vaccine live Pill,SCDG
1153476,adenovirus type 7 vaccine live Oral Product,SCDG
1153661,adenovirus type 7 vaccine live Pill,SCDG
1156380,"mumps virus vaccine live, Jeryl Lynn strain Injectable Product",SCDG
1159371,Salmonella typhi Ty21a live antigen Oral Product,SCDG
1159372,Salmonella typhi Ty21a live antigen Pill,SCDG
1159739,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine Injectable Product,SCDG
1160291,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injectable Product",SCDG
1160325,hepatitis A vaccine (inactivated) strain HM175 Injectable Product,SCDG
1160330,hepatitis B surface antigen vaccine Injectable Product,SCDG
1162391,yellow fever virus strain 17D-204 live antigen Injectable Product,SCDG
1164846,"tetanus toxoid vaccine, inactivated Injectable Product",SCDG
1165898,ACAM2000 Injectable Product,SBDG
1166419,Engerix-B Injectable Product,SBDG
1166526,Havrix Injectable Product,SBDG
1167200,Ixiaro Injectable Product,SBDG
1167355,Cervarix Injectable Product,SBDG
1168164,Daptacel Injectable Product,SBDG
1169156,ActHIB Injectable Product,SBDG
1169861,Hiberix Injectable Product,SBDG
1169952,Adacel Injectable Product,SBDG
1170172,COMVAX Injectable Product,SBDG
1171400,Kinrix Injectable Product,SBDG
1172748,Infanrix Injectable Product,SBDG
1174360,Biothrax Injectable Product,SBDG
1175718,Boostrix Injectable Product,SBDG
1176026,Gardasil Injectable Product,SBDG
1176753,Ipol Injectable Product,SBDG
1177656,Prevnar 13 Injectable Product,SBDG
1177669,RabAvert Injectable Product,SBDG
1178815,PEDIARIX Injectable Product,SBDG
1179526,ProQuad Injectable Product,SBDG
1182409,Pneumovax 23 Injectable Product,SBDG
1182563,RotaTeq Oral Liquid Product,SBDG
1182565,Rotarix Oral Liquid Product,SBDG
1183840,Menomune A/C/Y/W-135 Injectable Product,SBDG
1184336,M-M-R II Injectable Product,SBDG
1184384,Menveo Injectable Product,SBDG
1184551,PedvaxHIB Injectable Product,SBDG
1184583,Pentacel Injectable Product,SBDG
1186641,YF-Vax Injectable Product,SBDG
1186748,Twinrix Injectable Product,SBDG
1187406,Vivotif Oral Product,SBDG
1187407,Vivotif Pill,SBDG
1187511,Typhim VI Injectable Product,SBDG
1187568,Vaqta Injectable Product,SBDG
1187569,Varivax Injectable Product,SBDG
1190912,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Tenivac]",SBDC
1190914,Tenivac Injectable Product,SBDG
1190916,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Tenivac]",SBD
1190918,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Prefilled Syringe [Tenivac]",SBDF
1190919,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Tenivac]",SBD
1244205,"0.5 ML diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",SCD
1292422,varicella-zoster virus vaccine live (Oka-Merck) strain,IN
1292423,varicella-zoster virus vaccine live (Oka-Merck) strain 2700 UNT/ML,SCDC
1292424,varicella-zoster virus vaccine live (Oka-Merck) strain Injectable Product,SCDG
1292427,varicella-zoster virus vaccine live (Oka-Merck) strain 2700 UNT/ML [Varivax],SBDC
1292430,varicella-zoster virus vaccine live (Oka-Merck) strain 29800 UNT/ML,SCDC
1292432,0.65 ML varicella-zoster virus vaccine live (Oka-Merck) strain 29800 UNT/ML Injection,SCD
1292433,varicella-zoster virus vaccine live (Oka-Merck) strain 29800 UNT/ML [Zostavax],SBDC
1292435,0.65 ML varicella-zoster virus vaccine live (Oka-Merck) strain 29800 UNT/ML Injection [Zostavax],SBD
1292436,varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML,SCDC
1292440,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML Injection",SCD
1292441,"measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML [ProQuad]",SBDC
1292443,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML Injection [ProQuad]",SBD
1292457,0.5 ML varicella-zoster virus vaccine live (Oka-Merck) strain 2700 UNT/ML Injection,SCD
1292459,0.5 ML varicella-zoster virus vaccine live (Oka-Merck) strain 2700 UNT/ML Injection [Varivax],SBD
1292825,yellow fever virus strain 17D-204 live antigen Injectable Suspension,SCDF
1292826,yellow fever virus strain 17D-204 live antigen 4000 UNT/ML Injectable Suspension,SCD
1292827,yellow fever virus strain 17D-204 live antigen Injectable Suspension [YF-Vax],SBDF
1292828,yellow fever virus strain 17D-204 live antigen 4000 UNT/ML Injectable Suspension [YF-Vax],SBD
1298792,"influenza A-California-7-2009-(H1N1)v-like virus vaccine 158000000 UNT/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 158000000 UNT/ML / influenza virus vaccine, live attenuated, A-Perth-16-2009 (H3N2) strain 158000000 UNT/ML Nasal Spray [Flumist 2011-2012 Formula]",SBD
1298819,influenza A-California-7-2009-(H1N1)v-like virus vaccine 158000000 UNT/ML Nasal Spray,SCD
1300181,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML",SCDC
1300182,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated",PIN
1300183,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML",SCDC
1300185,"Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML",SCDC
1300186,"Bordetella pertussis toxoid vaccine, inactivated",PIN
1300187,"Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML",SCDC
1300189,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",SCD
1300190,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Adacel]",SBDC
1300191,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Adacel]",SBD
1300205,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",SCD
1300206,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Adacel]",SBD
1300307,"Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML",SCDC
1300308,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",SCD
1300309,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Daptacel]",SBDC
1300310,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Daptacel]",SBD
1300364,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML",SCDC
1300365,"Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML",SCDC
1300366,"Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML",SCDC
1300368,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",SCD
1300369,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Boostrix]",SBDC
1300370,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Boostrix]",SBD
1300377,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",SCD
1300378,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Boostrix]",SBD
1300379,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML",SCDC
1300380,"Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML",SCDC
1300381,"Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML",SCDC
1300382,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",SCD
1300383,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Infanrix]",SBDC
1300384,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [Infanrix]",SBD
1300385,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",SCD
1300386,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Infanrix]",SBD
1300390,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.0468 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0468 MG/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",SCD
1300391,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.0468 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0468 MG/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Tripedia]",SBDC
1300392,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.0468 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0468 MG/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension [Tripedia]",SBD
1300394,"Bordetella pertussis toxoid vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 12 UNT/ML Injectable Suspension",SCD
1300395,"Bordetella pertussis toxoid vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 12 UNT/ML [Certiva]",SBDC
1300396,"Bordetella pertussis toxoid vaccine, inactivated 0.08 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 12 UNT/ML Injectable Suspension [Certiva]",SBD
1300401,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.069 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.0016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.0032 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0064 MG/ML / diphtheria toxoid vaccine, inactivated 18 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",SCD
1300402,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.069 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.0016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.0032 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0064 MG/ML / diphtheria toxoid vaccine, inactivated 18 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [ACEL-IMUNE]",SBDC
1300403,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.069 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.0016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.0032 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.0064 MG/ML / diphtheria toxoid vaccine, inactivated 18 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension [ACEL-IMUNE]",SBD
1300464,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",PIN
