index,ID,Label,Vaccine Name,Definition,Editor Note,FDA Vaccine Indications,RXN,CVX_Codes
VO_0004866,VO_0004866,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.005 MG/ML / meningococcal group C polysaccharide 0.01 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.01 MG/ML [MenHibrix]",,,,,1437913,
VO_0006037,VO_0006037,Novel influenza-H1N1-09 all formulations,,,,,,['128']
VO_0000413,VO_0000413,recombinant chimera BLSOmp31,,,,,,
VO_0007081,VO_0007081,EP-2101 Vaccine,,"A proprietary cancer DNA vaccine that contains multiple natural and modified epitopes derived from the four tumor associated antigens, CEA, HER2/neu, p53, and MAGE 2/3. OSE 2101 also includes CAP1-6D, a heteroclitic CEA analog, and PADRE, a proprietary universal T-cell epitope that serves to enhance the immunogenicity of the epitopes. This agent has been shown to elicit cytotoxic T-lymphocyte responses against tumor cells expressing these multiple epitopes.",,,,
VO_0004077,VO_0004077,BoNT/B(Hc),,,,,,
VO_0003250,VO_0003250,pneumococcal capsular polysaccharide type 6B vaccine,,,,,854966,
VO_0011487,VO_0011487,C. jejuni FspA2 protein vaccine,,,,,,
VO_0000566,VO_0000566,Vibrio vaccine,,a bacterial vaccine against Vibrio infection,,,,
VO_0003011,VO_0003011,P. yoelii UIS3 mutant vaccine,,,,,,
VO_0002324,VO_0002324,"Porcine Reproductive & Respiratory Syndrome-Parvovirus Reproductive Form, Modified Live & Killed Virus Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4P19.20)",,,,,,
VO_0007260,VO_0007260,Anti-CTLA4 MoAb RNA/GITRL RNA-transfected Autologous Dendritic Cell Vaccine,,"An autologous dendritic cell (DC) cancer vaccine with potential immunostimulatory activity. Anti-CTLA4 MoAb RNA/GITRL RNA-transfected DC vaccine is prepared by transfecting DCs with RNAs encoding humanized heavy and light chains of the anti-CTLA4 (cytotoxic T-Lymphocyte-Associated Antigen 4) monoclonal antibody and tumor necrosis factor (ligand) superfamily, member 18 (TNFSF18 or GlTRL); expression of anti-CTLA4 blocks the inhibitory effect of CTLA4 on the activation of T-lymphocytes, while expression of GlTRL modulates T lymphocyte survival in peripheral tissues. Co-vaccination of this vaccine with melanoma antigen specific vaccine may eliminate the adverse effects associated with systemic administration of immune modulators, while also enhancing vaccine-induced immune responses.",,,,
VO_0000849,VO_0000849,Improvac,,IMPROVAC is a vaccine that stimulates the pig’s own immune system to produce specific antibodies against GnRF. This temporarily inhibits testes function and thus stops the production and accumulation of boar taint-causing compounds.,Peptide-protein conjugate and water-miscible adjuvant; control of boar taint,,,
VO_0007090,VO_0007090,Survivin Antigen Vaccine DPX-Survivac,,"A lipid depot-based therapeutic cancer vaccine composed of survivin epitopes, a universal T Helper peptide and a polynucleotide adjuvant encapsulated in liposomes and then formulated in the hydrophobic carrier Montanide ISA51 VG, with potential immunopotentiating and antineoplastic activities. Upon injection of the maveropepimut-S, a depot is created at the injection site from which the antigens and adjuvant are released. This vaccine may elicit a long lasting cellular response against survivin-expressing cancers, resulting in a decrease in tumor cell proliferation and an induction of tumor cell death. Survivin, a member of the inhibitor of apoptosis (IAP) family expressed during embryonic development, is upregulated in a variety of human cancers while absent in most normal adult cells; its expression in tumors is associated with a more aggressive phenotype, decreased survival, and increased resistance to chemotherapy.",,,,
VO_0003815,VO_0003815,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Brisbane/60/2008 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML [Flumist Quadrivalent 2017-2018],,,,,1946985,
VO_0007149,VO_0007149,PSA Prostate Cancer Vaccine,,"A peptide vaccine containing the prostate specific antigen (PSA) with potential antineoplastic activity. PSA, a glycoprotein secreted by prostatic epithelial and ductal cells, is overexpressed in prostate cancer cells and is used as a tumor marker for both diagnosis and treatment evaluation. Vaccination with PSA peptide vaccine may produce anti-PSA antibodies as well as elicit a cytotoxic T-cell (CTL) response against prostate cancer cells expressing this antigen, thereby decreasing tumor cell growth.",,,,
VO_0002286,VO_0002286,"Encephalomyelitis-West Nile Virus Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 48W5.22)",,,generated using OntoRat,,,
VO_0001207,VO_0001207,Chlamydia trachomatis vaccine,,A Chlamydia bacterial vaccine against Chlamydia trachomatis infection,,,,
VO_0000556,VO_0000556,multivalent vaccine,,"a vaccine that is designed to immunize against two or more strains of the same microorganism, or against two or more microorganisms.",,,,
VO_0001850,VO_0001850,"Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Modified Live & Killed Virus, Modified Live Chlamydia Vaccine (USDA: 1559.2B)",,,generated using OntoRat,,,
VO_0004994,VO_0004994,SCB-2019,,A SARS-CoV-2 trimeric S protein subunit vaccine.,,,,
VO_0001465,VO_0001465,cat vaccine,,vaccine that used for immunizing cat (felis catus),,,,
VO_0002393,VO_0002393,Canine Coronavirus-Parvovirus Vaccine,,,,,,
VO_0003948,VO_0003948,"Japanese encephalitis virus vaccine, inactivated",,,,,845525,
VO_0002956,VO_0002956,Equid herpesvirus gI mutant vaccine,,,,,,
VO_0004596,VO_0004596,SHIV DNA vaccine encoding env and gag,,,,,,
VO_0004052,VO_0004052,S. agalactiae Sip Protein Vaccine,,,,,,
VO_0007532,VO_0007532,hTERT-LAMP mRNA-loaded Autologous Dendritic Cell Vaccine GRNVAC1,,A cancer vaccine containing dendritic cells (DCs) that are transfected with messenger RNA (mRNA) encoding human telomerase reverse transcriptase (hTERT) and LAMP. ,,,,
VO_0007012,VO_0007012,Recombinant Adenovirus-Cre Recombinase Vaccine,,,,,,
VO_0003690,VO_0003690,Fluvirin 2017-2018 vaccine Injectable Suspension,,,,,1928974,
VO_0001168,VO_0001168,E. coli FimH with CFA and then IFA,,"an E. coli subunit vaccine that uses E. coli FimH adhesin protein as teh antigen, and uses the complete Freund's adjuvant (CFA) in the first vaccination and the incomplete Freund's adjuvant (IFA) in the boost vaccination.",,,,
VO_0006023,VO_0006023,influenza virus vaccine split virus (incl. purified surface antigen)-retired CODE,,,,,,['15']
VO_0003506,VO_0003506,"Influenza Virus Vaccine, Inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.09 MG/ML",,,,,1111368,
VO_0003986,VO_0003986,Adacel Prefilled Syringe,,,,,904262,
VO_0003012,VO_0003012,Toxoplasma gondii mic2 mutant vaccine,,,,,,
VO_0002055,VO_0002055,"Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.01)",,,,,,
VO_0001018,VO_0001018,live attenuated Newcastle disease virus vaccine,,A live attenuated viral vaccine that protects aganist Newcastle disease virus infection.,,,,
VO_0004341,VO_0004341,Human cytomegalovirus DNA vaccine VCL-CB01 encoding phosphoprotein 65 and gB,,,,,,
VO_0000648,VO_0000648,Yersinia pestis vaccine,,A bacteria vaccine that prevents against Yersinia pestis infection that causes plague.,,,,
VO_0001992,VO_0001992,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D9.23),,,,,,
VO_0000967,VO_0000967,rBCG-Stx2B,,,,,,
VO_0006038,VO_0006038,Novel influenza-H1N1-09 injectable,,,,,,['127']
VO_0004395,VO_0004395,B. melitensis DNA vaccine pCIBLSOmp31 encoding BLSOmp31 (fusion protein),,,,,,
VO_0007085,VO_0007085,Recombinant DNA-L523S Vaccine,,"A plasmid DNA encoding human L523S, an RNA-binding protein that belongs to the KOC (K homology domain containing protein overexpressed in cancer) family, with potential antineoplastic activity. Vaccination with L523S DNA may stimulate a cytotoxic T lymphocyte (CTL) response against tumor cells that express the L523S protein. As an oncofetal protein, L523S is normally expressed in early embryonic tissue, but is overexpressed in certain cancer cell types.",,,,
VO_0004078,VO_0004078,VRP,,,,,,
VO_0003252,VO_0003252,pneumococcal capsular polysaccharide type 23F vaccine,,,,,854956,
VO_0011488,VO_0011488,C. jejuni DNA vaccine pcDNA3.1(+)-peblA,,,,,,
VO_0000944,VO_0000944,V. cholerae and E. coli vaccine,,,,,,
VO_0004162,VO_0004162,P. yoelii DNA vaccine encoding PyHEP17 Protein,,,,,,
VO_0002491,VO_0002491,Canine Adenovirus Type 2-Parainfluenza-Bordetella Bronchiseptica Modified Live Virus & Avirulent Live Culture Vaccine (USDA: 12X1.21),,,,,,
VO_0007267,VO_0007267,Anti-NY-ESO1 TCR-transduced Autologous CD62L+-derived T-Lymphocytes Vaccine,,"Human autologous CD62L-positive T-lymphocytes transduced with a retroviral vector encoding a T cell receptor (TCR) specific for the cancer-testis antigen NY-ESO-1, with potential antineoplastic activity. Following leukapheresis, isolation of lymphocytes, expansion ex vivo, transduction, and reintroduction into the patient, the anti-NY-ESO1 TCR-transduced autologous CD62L+-derived T-Lymphocytes bind to NY-ESO-1-overexpressing tumor cells. This may result in cytotoxic T-lymphocyte (CTL)-mediated elimination of NY-ESO-1-positive cancer cells. NY-ESO-1, a tumor associated antigen (TAA), is found in normal testis and on the surface of various tumor cell types. CD62L, also called L-selectin, is a lymphoid homing receptor and differentiation marker and is expressed on a subset of CD8-positive T-lymphocytes; it is involved in the migration of T-lymphocytes to lymph nodes and may improve the efficacy for ex vivo-expanded T-cells following adoptive cell therapy.",,,,
VO_0007091,VO_0007091,Unconjugated Lymphoma Ig Id Vaccine,,"A vaccine consisting of lymphoma-specific immunoglobulin that is not conjugated to a carrier molecule. Vaccination with unconjugated lymphoma Ig Id may stimulate the host immune system to mount a cytotoxic T lymphocyte (CTL) response against lymphoma cells, resulting in decreased tumor growth.Ê",,,,
VO_0003168,VO_0003168,Diphtheria-Tetanus-Acellular Pertussis-Haemophilus b vaccine,,"A combination vaccine that protects against diphtheria, tetanus, pertussis, and Haemophilus influenzae type B.",,,,
VO_0003816,VO_0003816,"FluMist Quadrivalent, 2017-2018 Formula Nasal Spray",,,,,1946986,
VO_0007151,VO_0007151,PSA-OP Peptide Vaccine,,"A 30-residue prostate specific antigen (PSA) oligoepitope peptide (OP) vaccine with potential antineoplastic activity. PSA-OP peptide vaccine contains the PSA-1 and PSA-3 HLA-A2 epitopes and the PSA-9 HLA-class I-A3 epitope joined by peptide linker sequences. In an animal model, vaccination with this agent has been shown to elicit a cytotoxic T-lymphocyte immune response.",,,,
VO_0002287,VO_0002287,"Encephalomyelitis-West Nile Virus Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 48W5.23)",,,generated using OntoRat,,,
VO_0012176,VO_0012176,Chlamydia muridarum vaccine,,A Chlamydia vaccine that protects against Chlamydia muridarum.,,,,
VO_0000641,VO_0000641,combination vaccine,,"Combination vaccine is a vaccine that induces protection against multiple infectious diseases or several different serotypes of the same organism. The anitgens contained in combination vaccines are either formulated together by the manufacturer or physically mixed by a health care provider just prior to administration. Both approaches require licensure.
Ref: Baylor NW and Midthum K. Regulation and testing of vaccines. In: Vaccines (Editors: Plotkin S, Orenstein W, and Offit P). 2008.  p1624.",,,,
VO_0002435,VO_0002435,Feline Rhinotracheitis-Calici-Chlamydia Psittaci Vaccine,,,,,,
VO_0004995,VO_0004995,UB-612,,A SARS-CoV-2 S1-RBD-protein based vaccine developed by Vaxxinity,,,,
VO_0001467,VO_0001467,dog vaccine,,,,,,
VO_0002482,VO_0002482,Canine Distemper-Coronavirus-Parvovirus Vaccine,,,,,,
VO_0004586,VO_0004586,Japanese encephalitis virus DNA Vaccine P-JEV,,,,,,
VO_0002957,VO_0002957,Equid herpesvirus TK mutant vaccine,,,,,,
VO_0004597,VO_0004597,SHIV(Ba-L) DNA vaccine encoding env and gag,,,,,,
VO_0004200,VO_0004200,S. agalactiae BipA Protein Vaccine,,,,,,
VO_0007535,VO_0007535,Fowlpox Virus Vaccine,,A recombinant virus-based vaccine that contains various peptide antigens. Fowlpox virus is an attractive vector because its genome is easy to manipulate and it does not multiply in human tissues. Strong CD8 T cell responses may be induced after prolonged immunization and have been associated with tumor regression.,,,,
VO_0007013,VO_0007013,Recombinant Anti-WT1 Immunotherapeutic GSK2302024A Vaccine,,"AnÊimmunotherapeuticÊcomposed of the Wilms tumor 1 (WT1) and an as of yet undisclosed adjuvant, with potential antineoplastic activity. Upon administration, the immune system may be stimulated to exert a cytotoxic T-lymphocyte (CTL) response againstÊWT1-expressing tumor cells. The adjuvant stimulates the immune system's response toÊWT1.ÊWT1, a tumor-associated antigen (TAA) and transcription factor, is overexpressed in a variety of tumor cell types.",,,,
VO_0003691,VO_0003691,Fluvirin 2017-2018 vaccine Prefilled Syringe,,,,,1928978,
VO_0011417,VO_0011417,E. coli C3389 protein vaccine,,,,,,
VO_0006024,VO_0006024,influenza virus vaccine unspecified formulation,,,,,,['88']
VO_0003524,VO_0003524,"Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML",,,,,857922,
VO_0003988,VO_0003988,Adacel Injection,,,,,1657767,
VO_0000085,VO_0000085,Plague Vaccine by Greer Laboratories Inc,,,,,,['23']
VO_0001704,VO_0001704,"Newcastle Disease B1 Type, B1 Strain, Live Virus Vaccine (USDA: 1711.10)",,,,,,
VO_0002056,VO_0002056,Bursal Disease-Reovirus Killed Virus Vaccine (USDA: 12D5.02),,,,,,
VO_0004599,VO_0004599,Human cytomegalovirus DNA vaccine pcGB,,,,,,
VO_0003013,VO_0003013,Toxoplasma gondii OMPDC mutant vaccine,,,,,,
VO_0001993,VO_0001993,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D9.24),,,,,,
VO_0000487,VO_0000487,typhoid live oral vaccine,,a S. typhi vaccine that is live and orally administerred,,,,
VO_0006039,VO_0006039,Novel Influenza-H1N1-09 live virus for nasal administration,,,,,,['125']
VO_0004396,VO_0004396,B. melitensis DNA vaccine p-Omp25,,,,,,
VO_0007107,VO_0007107,Sargramostim Plasmid DNA Melanoma Vaccine Adjuvant,,"A vaccine adjuvant consisting of a plasmid DNA encoding sargramostim (a granulocyte macrophage-colony stimulating factor). Upon administration, expressed sargramostim may stimulate a cytotoxic T cell response enhancing the host immune response to a concomitantly administered melanoma vaccine.",,,,
VO_0004084,VO_0004084,HC of type C and D,,,,,,
VO_0003253,VO_0003253,pneumococcal capsular polysaccharide type 7F vaccine,,,,,854968,
VO_0011493,VO_0011493,C. jejuni MBP-FlaA protein vaccine,,,,,,
VO_0010710,VO_0010710,Dukoral,,,,,,
VO_0004271,VO_0004271,P. yoelii TyCS-VLP Vaccine,,,,,,
VO_0002492,VO_0002492,Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Leptospira Icterohaemorrhagiae Bacterial Extract (USDA: 46L9.20),,,,,,
VO_0007268,VO_0007268,Anti-p53 T-Cell Receptor-Transduced Peripheral Blood Lymphocytes Vaccine,,"Human autologous peripheral blood lymphocytes (PBLs) transduced with an anti-p53 T cell receptor gene with potential antineoplastic activity. PBLs are harvested from a patient and pulsed with a retroviral vector that encodes the T-cell receptor gene specific for a mutated form of p53. The transduced PBLs are then expanded in culture. When reintroduced to the patient, these modified PBLs express the anti-p53 T cell receptor which binds to mutant p53-overexpressing tumor cells; PBL-mediated tumor growth inhibition may follow. Many tumor cell types overexpress mutant p53 proteins, which are associated with the loss of apoptosis regulation and abnormal cell proliferation.",,,,
VO_0010705,VO_0010705,Actacel,,,,,,
VO_0007092,VO_0007092,NA-17/MAGE-3.A2/NY-ESO-1 Peptide Vaccine,,"A peptide cancer vaccine consisting of peptides derived from the melanoma antigen NA-17, the human leukocyte antigen HLA-A2-restricted human melanoma antigen 3 (MAGE-3.A2) and the cancer-testis antigen (NY-ESO-1), with potential immunostimulating and antineoplastic activities. Upon administration, the NA-17/MAGE-3.A2/NY-ESO-1 peptide vaccine may stimulate the immune system to mount a cytotoxic T-cell (CTL) response against tumor cells expressing NA-17, MAGE-3.A2 and NY-ESO-1, resulting in tumor cell lysis. The tumor-associated antigens (TAAs) NA-17, MAGE-3.A2 and NY-ESO-1 are overexpressed in a variety of cancer cell types.",,,,
