,ID,VO_STR,RXN
967,VO_0002016,Bovine Rotavirus-Coronavirus Modified Killed Virus Vaccine (USDA: 1935.20),
968,VO_0000681,Shigella dysenteriae vaccine,
969,VO_0001975,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B9.21),
970,VO_0003851,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML [Typhim VI]",807223
971,VO_0000769,Shigella vaccine,
972,VO_0003667,YF-VAX 0.5 ML Injection,1658241
973,VO_0001017,live attenuated Marek's disease virus vaccine,
974,VO_0006050,rotavirus vaccine unspecified formulation,
975,VO_0005167,Chinese Academy of Medical Sciences COVID-19 vaccine,
976,VO_0004361,Coxsackievirus DNA vaccine pCMV/VPl encoding VP1,
977,VO_0000756,acellular vaccine,
978,VO_0004042,S. neurona SAG1 Protein Vaccine,
979,VO_0007218,Allogeneic B7.1/HLA-A1 Transfected Tumor Cell Vaccine,
980,VO_0004819,Rotarix Oral Liquid Product,1182565
981,VO_0002426,Canine Distemper-Hepatitis-Parainfluenza-Parvovirus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin,
982,VO_0004801,BDES-PfCSP (baculovirus dual expression system),
983,VO_0004408,Pristane-induced arthritis DNA vaccine DNA-hsp65 encoding Mycobacterium leprae 65-kDa heat shock protein,
984,VO_0007006,Synthetic Glioblastoma Mutated Tumor-specific Peptides Vaccine Therapy APVAC2,
985,VO_0007032,PCLUS 3-18MN Vaccine,
986,VO_0005451,Rho(D) Unspecified formulation,
987,VO_0002270,"Encephalomyelitis Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4867.21)",
988,VO_0001821,Escherichia coli avirulent live culture vaccine (USDA: 1551.02),
989,VO_0006075,SARS-COV-2 COVID-19 Viral Vector Non-replicating Non-US Vaccine Product (Sputnik Light),
990,VO_0001016,Vectormune FP-ND,
991,VO_0004714,rMV-Ed-G,
992,VO_0001557,Anthrax Spore live culture Vaccine (USDA: 1011.00),
993,VO_0003651,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2018-2019],2050774
994,VO_0004210,Ovine Ecthyma live virus waccine by Texas Agricultural Experiment Station,
995,VO_0000824,"MVA expressing HIV Gag, Pol and Env proteins",
996,VO_0004041,Pseudorabies Subunit gB Protein Vaccine,
997,VO_0007477,GITRL RNA-transfected Autologous Dendritic Cell Vaccine,
998,VO_0004006,S. pneumoniae ClpP protein Vaccine,
999,VO_0000956,Brucella abortus conjugate vaccine,
1000,VO_0003265,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Engerix-B],1658157
1001,VO_0003295,Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901634
1002,VO_0004724,RSV-H7,
1003,VO_0003632,Fluzone Quadrivalent 2016-2017 Formula 0.5 ML Injection,1801189
1004,VO_0005088,EpiVacCorona,
1005,VO_0002377,Bovine Rotavirus-Coronavirus Vaccine-Escherichia Coli Bacterin,
1006,VO_0001976,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B9.22),
1007,VO_0003451,Twinrix Injectable Product,1186748
1008,VO_0000680,Shigella flexneri vaccine,
1009,VO_0003668,YF-Vax 4000 UNT/ML Injectable Suspension,1292828
1010,VO_0001683,"Marek's Disease Serotype 1, Live Virus Vaccine (USDA: 16L1.00)",
1011,VO_0006051,rotavirus live tetravalent vaccine,
1012,VO_0005188,Turkovac,
1013,VO_0003535,Gammaproteobacteria vaccine,
1014,VO_0000863,Pirodog,
1015,VO_0002247,Canine Distemper-Hepatitis-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 47P9.22),
1016,VO_0007220,Allogeneic Dendritic Cell Vaccine COMBIG-DC,
1017,VO_0004910,PfSPZ Vaccine,
1018,VO_0004409,Adjuvant arthritis DNA vaccine CII encoding type II collagen,
1019,VO_0007007,Synthetic Glioblastoma Tumor-associated Peptides Vaccine Therapy APVAC1,
1020,VO_0007033,PCLUS 6.1-18MN Vaccine,
1021,VO_0005452,tetanus immune globulin,
1022,VO_0004733,ALVAC-NiV-G,
1023,VO_0001822,Escherichia coli avirulent live culture vaccine (USDA: 15R1.00),
1024,VO_0000311,B. melitensis lipopolysaccharide vaccine,
1025,VO_0004324,Newcastle disease virus DNA vaccine pCAGF encoding the F protein,
1026,VO_0000539,"equine EEV, VEV and WEV encephalomyelitis-influenza vaccine-tetanus toxoid",
1027,VO_0001507,Bovine Respiratory Syncytial Virus vaccine,
1028,VO_0003607,Fluzone Quadrivalent 2013-2014 Formula Injectable Product,1427031
1029,VO_0004149,"Recombinant vaccinia A27L, D8L, and B5R Proteins with adjuvant MPL-TDM",
1030,VO_0000825,DNA and poxvirus priming-boosting SIV vaccine,
1031,VO_0004155,Pseduorabies Subunit Glycoprotein C Vaccine,
1032,VO_0007478,"GM-CSF, IL-12 and GM-CSF+IL-12 genetically modified tumor cell vaccine",
1033,VO_0004007,S. pneumoniae PspA Protein Vaccine,
1034,VO_0001399,fusion conjugate protein vaccine,
1035,VO_0003266,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Engerix-B],1658144
1036,VO_0003290,Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML,901635
1037,VO_0011357,B. pertussis Cpn60 protein vaccine,
1038,VO_0004729,FP-AI-H5(H5N1),
1039,VO_0003635,Fluzone Quadrivalent 2016-2017 vaccine 0.1 ML Prefilled Syringe,1801075
1040,VO_0005097,Soberana 02,
1041,VO_0002375,Bovine Rotavirus-Coronavirus Vaccine-Clostridium Perfringens Type C-Escherichia Coli Bacterin-Toxoid,
1042,VO_0000679,Shigella sonnei vaccine,
1043,VO_0002361,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine-Haemophilus Somnus Bacterin,
1044,VO_0000120,Vivotif (USA),
1045,VO_0000668,CVD 1208S,
1046,VO_0003889,Flublok 2015-2016 vaccine 0.5 ML Injection,1660929
1047,VO_0004725,ALVAC-AHSV,
1048,VO_0005229,COVIran Barakat,
1049,VO_0001480,African horse sickness virus vaccine,
1050,VO_0000661,Haemophilus vaccine,
1051,VO_0001053,Nobivac Piro,
1052,VO_0007221,Allogeneic Dendritic Cell-Myeloma Idiotype Vaccine,
1053,VO_0002463,Porcine Parvovirus Vaccine-Leptospira Canicola-Icterohaemorrhagiae vaccine,
1054,VO_0004911,PfSPZ-CVac,
1055,VO_0004410,Adjuvant arthritis DNA vaccine pcDNA-CCOL2A1 encoding type II collagen,
1056,VO_0005439,passive vaccine,
1057,VO_0007034,Poly Microsphere Encapsulated HER2/neu Oral Vaccine,
1058,VO_0007050,Therapeutic Breast/Ovarian/Prostate Peptide Cancer Vaccine DPX-0907,
1059,VO_0005453,vaccinia immune globulin passive vaccine,
1060,VO_0001823,Escherichia coli live culture vaccine (USDA: 1551.R0),
1061,VO_0002271,"Encephalomyelitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4875.23)",
1062,VO_0000312,B. melitensis LPS-GBOMP noncovalent complex vaccine,
1063,VO_0004632,HVT-ND,
1064,VO_0001560,Bovine Respiratory Syncytial Virus Vaccine Modified Live Virus (USDA: 1091.20),
1065,VO_0004734,ALVAC-NiV-F,
1066,VO_0003608,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML [Fluzone Quadrivalent 2013-2014 Formula]",1427029
1067,VO_0003133,MRKAd5 HIV-1 gag/pol/nef,
1068,VO_0004156,Pseudorabies recombinant vector vaccine encoding gp50 and gII protein,
1069,VO_0007479,GM-CSF-encoding Oncolytic Adenovirus CGTG-102 vaccine,
1070,VO_0004008,S. pneumoniae SrtA Protein Vaccine,
1071,VO_0003102,Hexavax,
1072,VO_0004857,"ACAM2000 smallpox (vaccinia) vaccine, live Injectable Solution",833086
1073,VO_0003291,Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901638
1074,VO_0004730,ALVAC-AI-H5(H5N1),
1075,VO_0003636,Fluzone Quadrivalent 2016-2017 vaccine 0.25 ML Prefilled Syringe,1801174
1076,VO_0005142,ZF2001,
1077,VO_0002018,Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Clostridium Perfringens Type C-Escherichia Coli Bacterin-Toxoid (USDA: 4570.20),
1078,VO_0001684,"Marek's Disease Serotype 1, Live Virus Vaccine (USDA: 16L1.04)",
1079,VO_0001977,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44F9.20),
1080,VO_0003357,Vivotif Oral Product,1187406
1081,VO_0001497,infectious bursal disease virus vaccine,
1082,VO_0003893,Flublok 2016-2017 vaccine 0.5 ML Injection,1803024
1083,VO_0004758,rMVA- AHS-VP2,
1084,VO_0005243,CoviVac,
1085,VO_0004150,Killed Vaccinia Virus with Adjuvant NanoEmulsion,
1086,VO_0012185,Haemophilus influenzae vaccine,
1087,VO_0004605,SL3261 expressing T. spiralis Ag30,
1088,VO_0002291,Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4960.00),
1089,VO_0007222,Allogeneic Glioblastoma Stem-like Cell Line Lysate-pulsed Autologous Dendritic Cell Vaccine,
1090,VO_0004912,PfSPZ-GA1,
1091,VO_0004401,EAE DNA vaccine pZZ/MBP68-85 encoding MBP,
1092,VO_0001485,USA licensed vaccine,
1093,VO_0007035,RAS Peptide Cancer Vaccine,
1094,VO_0007051,URLC10 Peptide Vaccine,
1095,VO_0005454,varicella zoster immune globulin,
1096,VO_0002272,"Encephalomyelitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4875.24)",
1097,VO_0000411,B. melitensis Bp26 and Tf protein vaccine,
1098,VO_0002484,Mink Distemper-Enteritis Vaccine,
1099,VO_0004684,rAPMV3-F (newcastle disease),
1100,VO_0001755,Parvovirus Modified Live Virus Vaccine (USDA: 18M1.21),
1101,VO_0011407,NIpah Virus G and F Proteins Subunit Vaccine,
1102,VO_0003612,Fluzone Quadrivalent 2014-2015 Formula Injectable Product,1537560
1103,VO_0003148,LIPO-5,
1104,VO_0004770,rORFV-PRV-gC/gD,
1105,VO_0007481,gp100 + Mart-1 + Mart-3 vaccine,
1106,VO_0004063,S. pneumoniae PhpA-79 Protein Vaccine,
1107,VO_0003119,Hib-Imune,
1108,VO_0015008,"0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection [ActHIB]",1300468
1109,VO_0003409,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injection,1657731
1110,VO_0004735,ALVAC-EIV (equine influenza virus H3N8),
1111,VO_0003637,Fluzone Quadrivalent 2016-2017 vaccine 0.5 ML Prefilled Syringe,1801186
1112,VO_0005155,NVX-CoV2373,
1113,VO_0002019,Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Clostridium Perfringens Type C-Escherichia Coli Bacterin-Toxoid (USDA: 4570.22),
1114,VO_0004143,S. flexneri 2a strain CVD 1205,
1115,VO_0001685,"Marek's Disease Serotype 1, Live Virus Vaccine (USDA: 16L1.09)",
1116,VO_0003358,Vivotif Pill,1187407
1117,VO_0000961,live attenuated infectious bursal disease virus vaccine,
1118,VO_0003897,Flublok 2017-2018 vaccine 0.5 ML Injection,1928880
1119,VO_0004686,BoHV-4-A-IgK-VP2gD,
1120,VO_0003105,Lymerix,
1121,VO_0000662,Haemophilus influenzae serotype b vaccine,
1122,VO_0000872,Babesia bovis vaccine by local veterinary institutes,
1123,VO_0007227,Allogeneic Large Multivalent Immunogen Breast Cancer Vaccine,
1124,VO_0002459,bovine parainfluenza 3 vaccine-Leptospira Pomona vaccine,
1125,VO_0004993,Ad35.CS.01 malaria vaccine,
1126,VO_0004402,EAU DNA vaccine IRBP-DNA encoding IRBP,
1127,VO_0007043,Survivin/p53/HER2 Antigen-loaded Autologous Dendritic Cell Vaccine,
1128,VO_0007052,URLC10-TTK-KOC1-VEGFR1-VEGFR2 Multipeptide Vaccine,
1129,VO_0005455,varicella zoster immune globulin (Investigational New Drug),
1130,VO_0002273,"Encephalomyelitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4875.A0)",
1131,VO_0001832,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine (USDA: 1679.31),
1132,VO_0003389,Acellular Pertussis Vaccine,
1133,VO_0000412,B. melitensis P39 recombinant protein vaccine,
1134,VO_0011378,Bovine leukemia virus DNA vaccine encoding Env,
1135,VO_0001756,Parvovirus Modified Live Virus Vaccine (USDA: 18M1.22),
1136,VO_0003613,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Fluzone Quadrivalent 2014-2015 Formula]",1598360
1137,VO_0004778,NYVAC-PRV- gII/ gp50,
1138,VO_0004232,V3 VLPs with Gamma inulin adjuvant,
1139,VO_0004068,S. pneumoniae GtS Protein Vaccine,
1140,VO_0007482,gp100 Adenovirus Vaccine,
1141,VO_0003121,OmniHIB,
1142,VO_0003987,Adacel 0.5 ML Prefilled Syringe,1300191
1143,VO_0003412,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injection [PedvaxHIB],1657733
1144,VO_0004743,rFPV-AI-H5A-IL6,
1145,VO_0003643,Fluzone Quadrivalent 2017-2018 vaccine 0.5 ML Injection,1928317
1146,VO_0005192,MVC-COV1901,
1147,VO_0002376,Bovine Rotavirus-Coronavirus Vaccine-Clostridium Perfringens Types C & D-Escherichia Coli Bacterin-Toxoid,
1148,VO_0004701,Typhi strain Ty21a-LPS-Shigella,
1149,VO_0002368,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine-Leptospira Hardjo Bacterin,
1150,VO_0003428,Typhoid Vaccine Live Ty21a 2000000000 UNT [Vivotif],1799447
1151,VO_0003433,Hepatitis A Vaccine (Inactivated) Strain HM175,798361
1152,VO_0000982,FluMist Quadrivalent,
1153,VO_0002828,Burkholderia pseudomallei purN mutant vaccine,
1154,VO_0004706,SG33-VP2/5,
1155,VO_0004751,rFPV-NDV-H/F,
1156,VO_0003212,pneumococcal capsular polysaccharide type 1 vaccine,854930
1157,VO_0015054,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain),762817
1158,VO_0000738,Diphtheria-Tetanus-Pertussis vaccine,
1159,VO_0011375,B. bovis GST-12D3,
1160,VO_0002295,Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4989.00),
1161,VO_0007230,Allogeneic Mesothelioma Tumor Lysate-pulsed Autologous Dendritic Cell Vaccine,
1162,VO_0005806,p52(-)/p36(-) GAP,
1163,VO_0007044,SVN53-67/M57-KLH Peptide Vaccine,
1164,VO_0007056,WT1 124-138 Peptide Vaccine,
1165,VO_0002274,"Encephalomyelitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4875.A1)",
1166,VO_0003539,Orthopoxvirus vaccine,
1167,VO_0000358,Brucella recombinant SurA protein vaccine,
1168,VO_0011379,Bovine leukemia virus DNA vaccine encoding Tax,
1169,VO_0012187,Clostridium botulinum vaccine,
1170,VO_0001757,Parvovirus Modified Live Virus Vaccine (USDA: 18M1.23),
1171,VO_0003270,Hepatitis B Surface Antigen Vaccine Injection [Heplisav-B],1994350
1172,VO_0000979,Bovilis IBR Marker,
1173,VO_0004233,gp120 recominant with GMDP adjuvant,
1174,VO_0004069,S. pneumoniae 6PGD Protein Vaccine,
1175,VO_0007484,gp100 Protein (184V) vaccine,
1176,VO_0010715,Hiberix,683648
1177,VO_0003989,Adacel 0.5 ML Injection,1300206
1178,VO_0000036,ETEC vaccine ACAM2010,
1179,VO_0004745,vFP89-HA (H5N1 HPAI virus),
1180,VO_0003646,Fluzone Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928359
1181,VO_0005193,COVAX-19,
1182,VO_0001686,"Marek's Disease Serotype 2, Live Virus Vaccine (USDA: 1631.00)",
1183,VO_0002020,Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Clostridium Perfringens Types C & D-Escherichia Coli Bacterin-Toxoid (USDA: 4575.20),
1184,VO_0004703,Ty21a-O-Ps (Shigella dysenteriae ),
1185,VO_0002364,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,
1186,VO_0010749,Vivotif (Canada),
1187,VO_0001213,Foot-and-mouth disease virus vaccine,
1188,VO_0001013,Morupar,
1189,VO_0003516,"Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain 0.09 MG/ML",1111367
1190,VO_0004726,ALVAC-BTV-VP2/VP5,
1191,VO_0003217,pneumococcal capsular polysaccharide type 11A vaccine,854934
1192,VO_0001049,Vaxsafe MS,
1193,VO_0001214,inactivated bacterial vaccine,
1194,VO_0000898,Theileria annulata vaccine by local veterinary institutes,
1195,VO_0007231,Allogeneic Multipotent Adult Progenitor Cells Vaccine,
1196,VO_0002474,Porcine Rotavirus Vaccine-Escherichia Coli Bacterin,
1197,VO_0000609,viral vaccine,
1198,VO_0005807,Pb(PfCS@UIS4),
1199,VO_0001468,chicken vaccine,
1200,VO_0007046,Synthetic Peptides E-PRA And E-PSM Vaccine,
1201,VO_0007057,WT1 126-134 Peptide Vaccine,
1202,VO_0002454,Newcastle-Bronchitis Vaccine-Mycoplasma Gallisepticum Bacterin,
1203,VO_0012181,Helicobacter pylori vaccine,
1204,VO_0002451,Mink Enteritis Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid,
1205,VO_0000373,Brucella recombinant DnaK protein vaccine,
1206,VO_0000651,Smallpox virus vaccine,
1207,VO_0011409,Hendra virus G protein vaccine,
1208,VO_0001758,Parvovirus Modified Live Virus Vaccine (USDA: 18M1.25),
1209,VO_0003966,HEPLISAV-B Prefilled Syringe,2050058
1210,VO_0002949,Bovine herpesvirus 1 UL23 mutant vaccine,
1211,VO_0004234,gp120 recominant with MDP adjuvant,
1212,VO_0004070,S. pneumoniae PiaA Protein Vaccine,
1213,VO_0007485,gp100 Vaccinia Vaccine,
1214,VO_0000957,Brucella abortus recombinant vector vaccine,
1215,VO_0003718,afluria 2015-2016 vaccine Injectable Suspension,1661812
1216,VO_0000511,ETEC vaccine ACAM2007,
1217,VO_0004746,rFPV-H5AI-L2,
1218,VO_0003647,Fluzone Quadrivalent 2017-2018 vaccine 0.25 ML Prefilled Syringe,1928332
1219,VO_0005197,SKYCovione,
1220,VO_0011359,B. pertussis CyaA protein vaccine,
1221,VO_0001687,"Marek's Disease Serotype 3, Live Virus Vaccine (USDA: 1641.00)",
1222,VO_0002021,Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Escherichia Coli Bacterin (USDA: 4585.20),
1223,VO_0001035,Yersinia ruckeri vaccine,
1224,VO_0001978,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.20),
1225,VO_0011474,Newcastle disease virus vaccine by Dow AgroSciences,
1226,VO_0003665,YF-Vax Injectable Product,1186641
1227,VO_0002231,Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract (USDA: 46J9.25),
1228,VO_0003511,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML",1303851
1229,VO_0004732,ALVAC-BTV-CP(VP2/VP5),
1230,VO_0003218,pneumococcal capsular polysaccharide type 12F vaccine,854936
1231,VO_0000942,Diphtheria-Tetanus-Pertussis-Haemophilus b vaccine,
1232,VO_0004181,T. annulata Tams1 Protein Vaccine,
1233,VO_0007232,Allogeneic Renal Cell Carcinoma Vaccine MGN1601,
1234,VO_0002471,Porcine Rotavirus Vaccine-Clostridium Perfringens Type C-Escherichia Coli Bacterin-Toxoid,
1235,VO_0000642,Influenza virus vaccine,
1236,VO_0005808,PfSPZ,
1237,VO_0004893,Fluenz,
1238,VO_0007047,TARP 27-35 Peptide Vaccine,
1239,VO_0007058,WT1 235-243 Peptide Vaccine,
1240,VO_0002275,"Newcastle-Bronchitis Mass Type, Killed Virus Vaccine-Mycoplasma Gallisepticum Bacterin (USDA: 48B5.10)",
1241,VO_0000267,fungal vaccine,
1242,VO_0001178,live attenuated influenza vaccine,
1243,VO_0000403,porin-S-LPS from B. abortus strain 2308,
1244,VO_0002449,Mink Distemper-Enteritis Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid,
1245,VO_0001495,Porcine rotavirus vaccine,
1246,VO_0003238,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection [Recombivax],1658155
1247,VO_0002950,Bovine herpesvirus 1 US8 (gE) mutant vaccine,
1248,VO_0004238,"gp140, Gag and Tat Protein Vaccine with MF59",
1249,VO_0004071,S. pneumoniae RASV synthesizing PsaA,
1250,VO_0007486,gp100-Fowlpox Vaccine,
1251,VO_0001076,recombinant homologous vector vaccine,
1252,VO_0003719,Afluria 2015-2016 Prefilled Syringe,1661805
1253,VO_0000517,ETEC vaccine ACAM2017,
1254,VO_0004747,ALVAC-AI-H5,
1255,VO_0003648,Fluzone Quadrivalent 2017-2018 vaccine 0.1 ML Prefilled Syringe,1928470
1256,VO_0005226,Razi Cov Pars,
1257,VO_0001688,"Marek's Disease Serotype 3, Live Virus Vaccine (USDA: 1641.01)",
1258,VO_0002022,Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Escherichia Coli Bacterin (USDA: 4585.22),
1259,VO_0002510,Yersinia pseudotuberculosis vaccine,
1260,VO_0001979,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.22),
1261,VO_0011552,Newcastle Disease Virus HN Glycoprotein Subunit Vaccine,
1262,VO_0003886,Flublok 2015-2016,1660925
1263,VO_0003464,"Hepatitis A Vaccine, Inactivated",253174
1264,VO_0002232,Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterial Extract (USDA: 46J9.26),
